id,title,parts,n_parts,date
63a2eb4288994348fc7eb389,Image Segmentation,"['Scene Understanding', 'More To Detection', 'Need Accurate Results', 'Segmentation', 'Types Of Segmentation']",5,24-Jun-2023
63a2eb428899439a317eb38f,Image Segmentation,"['Understanding Masks', 'Maskrcnn', 'From Bounding Box To Polygon Masks']",3,25-Jun-2023
63a2eb428899433b4e7eb393,Image Segmentation,['Mask Rcnn Architecture'],1,26-Jun-2023
63a2eb428899437be97eb395,Maskrcnn Practical With Detectron2,"['Introduction To Detectron2', 'Our Custom Dataset', 'Doing Annotations Or Labeling Data', 'Registering Dataset For Training']",4,27-Jun-2023
63a2eb42889943f6de7eb39a,Maskrcnn Practical With Detectron2,"['Selection Of Pretrained Model From Model Zoo', ""Let's Start Training"", 'Stop Training Or Resume Training', 'Inferencing Using The Custom Trained Model In Colab', 'Evaluating The Model']",5,28-Jun-2023
63a2eb428899431db27eb3a0,Face Recognition,"['What Is Face Recognition?', 'Evolution Of Face Recognition', 'Face Recognition Pipeline', 'Data Preprocessing', 'Face Detection', 'Face Alignment']",6,29-Jun-2023
63a2eb428899431ba67eb3a7,Face Recognition,"['Face Identification', 'Exploring Face net', 'Exploring Mtcnn', 'Exploring Arc face']",4,30-Jun-2023
63a2eb428899434e017eb3ac,Face Recognition Practicals,"['Data Preprocessing', 'Face Detection', 'Face Alignment', 'Face Identification', 'Combining All Pipelines', 'Building A Desktop App With Tkinter']",6,1-July-2023
63a2eb42889943f7a37eb3b3,Object Tracking,['What Is Object Tracking?'],1,2-July-2023
63a2eb4288994397c27eb3b5,Object Tracking,['Localization'],1,3-July-2023
63a2eb428899433ba87eb3b7,Object Tracking,['Motion'],1,4-July-2023
63a2eb4288994365097eb3b9,Object Tracking,['Flow Of Optics'],1,5-July-2023
63a2eb42889943bb2f7eb3bb,Object Tracking,['Motion Vector'],1,6-July-2023
63a2eb42889943833a7eb3bd,Object Tracking,['Tracking Features'],1,7-July-2023
63a2eb4288994317bd7eb3bf,Object Tracking,['Exploring Deep Sort'],1,8-July-2023
63a2eb4288994367397eb3c1,Object Tracking,['Bytetrack'],1,9-July-2023
63a2eb4288994331f07eb3c3,Practicals Object Tracking With Detection,['Data Preprocessing'],1,10-July-2023
63a2eb428899438d977eb3c5,Practicals Object Tracking With Detection,['Using Yolo For Detection'],1,11-July-2023
63a2eb428899436d9a7eb3c7,Practicals Object Tracking With Detection,['Preparing Deep sort With Yolo'],1,12-July-2023
63a2eb4288994370267eb3c9,Practicals Object Tracking With Detection,['Combining Pipelines For Tracking & Detection'],1,13-July-2023
63a2eb4288994329697eb3cb,GANs,"['Introduction To Gans', 'Gan Architecture', 'Discriminator', 'Generator', 'Controllable Generation']",5,14-July-2023
63a2eb4288994325e77eb3d1,GANs,"['Wgans', 'Dcgans', 'Stylegans', ""Gan Practical's Implementation""]",4,15-July-2023
